country,year,sex,age,cases_no,population,gdp_for_year_usd
Belgium,1997,female,55-74 years,173.0,1087545,254813599459
Belgium,1997,female,75+ years,69.0,443094,254813599459
Belgium,1997,female,25-34 years,81.0,757131,254813599459
Belgium,1997,female,15-24 years,34.0,624118,254813599459
Belgium,1997,male,5-14 years,6.0,623586,254813599459
Belgium,1998,male,75+ years,185.0,241792,260601911536
Belgium,1998,male,35-54 years,571.0,1471297,260601911536
Belgium,1998,male,55-74 years,329.0,949378,260601911536
Belgium,1998,male,25-34 years,236.0,764850,260601911536
Belgium,1998,male,15-24 years,136.0,636467,260601911536
Belgium,1998,female,75+ years,86.0,461159,260601911536
Belgium,1998,female,35-54 years,228.0,1440638,260601911536
Belgium,1998,female,55-74 years,154.0,1073492,260601911536
Belgium,1998,female,25-34 years,56.0,741822,260601911536
Belgium,1998,female,15-24 years,31.0,615839,260601911536
Belgium,1998,male,5-14 years,5.0,626794,260601911536
Belgium,1998,female,5-14 years,2.0,597469,260601911536
Belgium,1999,male,75+ years,148.0,251980,260202429150
Belgium,1999,male,35-54 years,558.0,1492493,260202429150
Belgium,1999,male,55-74 years,329.0,950152,260202429150
Belgium,1999,male,25-34 years,24.0,748800,260202429150
Belgium,1999,male,15-24 years,113.0,632892,260202429150
Belgium,1999,female,55-74 years,145.0,1069485,260202429150
Belgium,1999,female,35-54 years,198.0,1462303,260202429150
Belgium,1999,female,75+ years,62.0,473110,260202429150
Belgium,1999,female,25-34 years,63.0,727178,260202429150
Belgium,1999,female,15-24 years,26.0,613014,260202429150
Belgium,1999,male,5-14 years,9.0,628075,260202429150
Belgium,1999,female,5-14 years,2.0,598795,260202429150
Belgium,2000,male,75+ years,176.0,261961,237904919845
Belgium,2000,male,35-54 years,589.0,1511704,237904919845
Belgium,2000,male,55-74 years,353.0,952563,237904919845
Belgium,2000,male,25-34 years,265.0,731332,237904919845
Belgium,2000,male,15-24 years,139.0,631207,237904919845
Belgium,2000,female,35-54 years,253.0,1481833,237904919845
Belgium,2000,female,55-74 years,18.0,1067181,237904919845
Belgium,2000,female,75+ years,76.0,484631,237904919845
Belgium,2000,female,25-34 years,69.0,711759,237904919845
Belgium,2000,female,15-24 years,38.0,612148,237904919845
Belgium,2000,male,5-14 years,4.0,628531,237904919845
Belgium,2000,female,5-14 years,1.0,599175,237904919845
Belgium,2001,male,75+ years,171.0,271676,237841968680
Belgium,2001,male,35-54 years,686.0,1524828,237841968680
Belgium,2001,male,55-74 years,361.0,961448,237841968680
Belgium,2001,male,25-34 years,239.0,717487,237841968680
Belgium,2001,male,15-24 years,118.0,631774,237841968680
Belgium,2001,female,75+ years,86.0,496214,237841968680
Belgium,2001,female,35-54 years,248.0,1495214,237841968680
Belgium,2001,female,55-74 years,155.0,1070496,237841968680
Belgium,2001,female,25-34 years,55.0,699613,237841968680
Belgium,2001,female,15-24 years,35.0,612659,237841968680
Belgium,2001,male,5-14 years,7.0,628591,237841968680
Belgium,2001,female,5-14 years,4.0,600055,237841968680
Belgium,2002,male,75+ years,173.0,280663,258860436665
Belgium,2002,male,35-54 years,636.0,1532542,258860436665
Belgium,2002,male,55-74 years,344.0,976466,258860436665
Belgium,2002,male,25-34 years,235.0,708881,258860436665
Belgium,2002,female,55-74 years,186.0,1080063,258860436665
Belgium,2002,male,15-24 years,17.0,633971,258860436665
Belgium,2002,female,35-54 years,242.0,1503026,258860436665
Belgium,2002,female,75+ years,66.0,506614,258860436665
Belgium,2002,female,25-34 years,58.0,692308,258860436665
Belgium,2002,female,15-24 years,24.0,614288,258860436665
Belgium,2002,female,5-14 years,3.0,600964,258860436665
Belgium,2002,male,5-14 years,2.0,628784,258860436665
Belgium,2003,male,75+ years,179.0,289022,319002821670
Belgium,2003,male,35-54 years,684.0,1538139,319002821670
Belgium,2003,male,55-74 years,324.0,991219,319002821670
Belgium,2003,male,25-34 years,221.0,702195,319002821670
Belgium,2003,male,15-24 years,121.0,636426,319002821670
Belgium,2003,female,55-74 years,169.0,1090130,319002821670
Belgium,2003,female,35-54 years,218.0,1509017,319002821670
Belgium,2003,female,75+ years,6.0,515520,319002821670
Belgium,2003,female,25-34 years,64.0,687593,319002821670
Belgium,2003,female,15-24 years,39.0,616806,319002821670
Belgium,2003,male,5-14 years,8.0,627838,319002821670
Belgium,2003,female,5-14 years,4.0,600217,319002821670
Belgium,2004,male,75+ years,157.0,297919,370885026074
Belgium,2004,male,35-54 years,618.0,1542915,370885026074
Belgium,2004,male,55-74 years,343.0,1005599,370885026074
Belgium,2004,male,25-34 years,25.0,696334,370885026074
Belgium,2004,male,15-24 years,124.0,638439,370885026074
Belgium,2004,female,35-54 years,237.0,1515362,370885026074
Belgium,2004,female,55-74 years,146.0,1099444,370885026074
Belgium,2004,female,75+ years,65.0,525456,370885026074
Belgium,2004,female,25-34 years,55.0,683475,370885026074
Belgium,2004,female,15-24 years,28.0,620047,370885026074
Belgium,2004,female,5-14 years,6.0,597900,370885026074
Belgium,2004,male,5-14 years,3.0,625132,370885026074
Belgium,2005,male,75+ years,17.0,308369,387365750529
Belgium,2005,male,35-54 years,643.0,1549954,387365750529
Belgium,2005,male,55-74 years,37.0,1018252,387365750529
Belgium,2005,male,25-34 years,195.0,691901,387365750529
Belgium,2005,female,55-74 years,173.0,1106872,387365750529
Belgium,2005,female,35-54 years,236.0,1523342,387365750529
Belgium,2005,male,15-24 years,98.0,641284,387365750529
Belgium,2005,female,75+ years,69.0,537786,387365750529
Belgium,2005,female,25-34 years,48.0,681309,387365750529
Belgium,2005,female,15-24 years,26.0,624077,387365750529
Belgium,2005,male,5-14 years,1.0,622381,387365750529
Belgium,2006,male,75+ years,142.0,319905,409813197842
Belgium,2006,male,35-54 years,616.0,1559144,409813197842
Belgium,2006,male,55-74 years,333.0,1029722,409813197842
Belgium,2006,male,25-34 years,217.0,689593,409813197842
Belgium,2006,female,55-74 years,167.0,1113517,409813197842
Belgium,2006,female,35-54 years,229.0,1532206,409813197842
Belgium,2006,male,15-24 years,86.0,645841,409813197842
Belgium,2006,female,75+ years,64.0,550950,409813197842
Belgium,2006,female,25-34 years,5.0,680859,409813197842
Belgium,2006,female,15-24 years,27.0,629311,409813197842
Belgium,2006,female,5-14 years,3.0,592596,409813197842
Belgium,2006,male,5-14 years,1.0,619058,409813197842
Belgium,2007,male,75+ years,163.0,331504,471821105940
Belgium,2007,male,35-54 years,578.0,1567727,471821105940
Belgium,2007,male,55-74 years,38.0,1043262,471821105940
Belgium,2007,male,25-34 years,174.0,689694,471821105940
Belgium,2007,female,35-54 years,232.0,1540147,471821105940
Belgium,2007,female,55-74 years,166.0,1122161,471821105940
Belgium,2007,male,15-24 years,91.0,651293,471821105940
Belgium,2007,female,75+ years,76.0,563862,471821105940
Belgium,2007,female,25-34 years,4.0,681575,471821105940
Belgium,2007,female,15-24 years,22.0,635389,471821105940
Belgium,2007,male,5-14 years,6.0,614877,471821105940
Belgium,2007,female,5-14 years,1.0,588775,471821105940
Belgium,2008,male,75+ years,174.0,341406,518625897173
Belgium,2008,male,35-54 years,648.0,1573470,518625897173
Belgium,2008,male,55-74 years,34.0,1058969,518625897173
Belgium,2008,male,25-34 years,177.0,691616,518625897173
Belgium,2008,male,15-24 years,11.0,657101,518625897173
Belgium,2008,female,35-54 years,225.0,1545151,518625897173
Belgium,2008,female,55-74 years,165.0,1133712,518625897173
Belgium,2008,female,75+ years,69.0,574334,518625897173
Belgium,2008,female,25-34 years,46.0,684849,518625897173
Belgium,2008,female,15-24 years,37.0,641708,518625897173
Belgium,2008,female,5-14 years,5.0,586242,518625897173
Belgium,2008,male,5-14 years,3.0,612292,518625897173
Belgium,2009,male,75+ years,173.0,349801,484552792442
Belgium,2009,male,35-54 years,645.0,1576175,484552792442
Belgium,2009,male,55-74 years,366.0,1075825,484552792442
Belgium,2009,male,25-34 years,181.0,694716,484552792442
Belgium,2009,female,55-74 years,177.0,1148108,484552792442
Belgium,2009,female,35-54 years,229.0,1547499,484552792442
Belgium,2009,male,15-24 years,9.0,661817,484552792442
Belgium,2009,female,75+ years,58.0,582517,484552792442
Belgium,2009,female,25-34 years,52.0,690235,484552792442
Belgium,2009,female,15-24 years,34.0,646252,484552792442
Belgium,2009,female,5-14 years,4.0,587237,484552792442
Belgium,2009,male,5-14 years,4.0,613184,484552792442
Belgium,2010,male,75+ years,183.0,354037,483548031197
Belgium,2010,male,35-54 years,622.0,1576828,483548031197
Belgium,2010,male,55-74 years,356.0,1084719,483548031197
Belgium,2010,male,25-34 years,184.0,696461,483548031197
Belgium,2010,female,35-54 years,243.0,1548246,483548031197
Belgium,2010,female,55-74 years,173.0,1156036,483548031197
Belgium,2010,male,15-24 years,98.0,663725,483548031197
Belgium,2010,female,75+ years,63.0,586690,483548031197
Belgium,2010,female,25-34 years,5.0,693304,483548031197
Belgium,2010,female,15-24 years,32.0,647625,483548031197
Belgium,2010,male,5-14 years,7.0,614697,483548031197
Belgium,2010,female,5-14 years,2.0,588803,483548031197
Belgium,2011,male,75+ years,196.0,361243,527008453887
Belgium,2011,male,35-54 years,67.0,1587976,527008453887
Belgium,2011,male,55-74 years,48.0,1105807,527008453887
Belgium,2011,male,25-34 years,163.0,715773,527008453887
Belgium,2011,male,15-24 years,19.0,676437,527008453887
Belgium,2011,female,35-54 years,247.0,1552522,527008453887
Belgium,2011,female,55-74 years,185.0,1176009,527008453887
Belgium,2011,female,75+ years,67.0,593364,527008453887
Belgium,2011,female,25-34 years,6.0,707535,527008453887
Belgium,2011,female,15-24 years,41.0,656675,527008453887
Belgium,2011,male,5-14 years,5.0,624298,527008453887
Belgium,2012,male,75+ years,191.0,369145,497884216569
Belgium,2012,male,35-54 years,617.0,1588342,497884216569
Belgium,2012,male,55-74 years,381.0,1125706,497884216569
Belgium,2012,male,25-34 years,193.0,723202,497884216569
Belgium,2012,female,55-74 years,187.0,1195065,497884216569
Belgium,2012,male,15-24 years,1.0,681023,497884216569
Belgium,2012,female,35-54 years,217.0,1551324,497884216569
Belgium,2012,female,75+ years,61.0,600081,497884216569
Belgium,2012,female,25-34 years,45.0,715195,497884216569
Belgium,2012,female,15-24 years,28.0,659827,497884216569
Belgium,2012,female,5-14 years,3.0,603232,497884216569
Belgium,2012,male,5-14 years,3.0,630495,497884216569
Belgium,2013,male,75+ years,183.0,378864,520925468953
Belgium,2013,male,35-54 years,57.0,1582723,520925468953
Belgium,2013,male,55-74 years,357.0,1155511,520925468953
Belgium,2013,male,25-34 years,159.0,728918,520925468953
Belgium,2013,female,35-54 years,215.0,1546111,520925468953
Belgium,2013,female,55-74 years,168.0,1221439,520925468953
Belgium,2013,male,15-24 years,91.0,679018,520925468953
Belgium,2013,female,75+ years,73.0,605856,520925468953
Belgium,2013,female,25-34 years,47.0,721787,520925468953
Belgium,2013,female,15-24 years,27.0,656675,520925468953
Belgium,2013,male,5-14 years,3.0,638399,520925468953
Belgium,2013,female,5-14 years,2.0,610848,520925468953
Belgium,2014,male,75+ years,187.0,387814,530770977634
Belgium,2014,male,35-54 years,531.0,1576060,530770977634
Belgium,2014,male,55-74 years,363.0,1176768,530770977634
Belgium,2014,male,25-34 years,168.0,728759,530770977634
Belgium,2014,female,35-54 years,231.0,1540001,530770977634
Belgium,2014,female,55-74 years,177.0,1240549,530770977634
Belgium,2014,female,75+ years,83.0,614412,530770977634
Belgium,2014,male,15-24 years,85.0,675446,530770977634
Belgium,2014,female,25-34 years,43.0,724681,530770977634
Belgium,2014,female,15-24 years,27.0,653625,530770977634
Belgium,2014,male,5-14 years,4.0,644794,530770977634
Belgium,2015,male,75+ years,177.0,392775,455039563133
Belgium,2015,male,35-54 years,529.0,1567729,455039563133
Belgium,2015,male,55-74 years,353.0,1200170,455039563133
Belgium,2015,male,25-34 years,161.0,728873,455039563133
Belgium,2015,female,35-54 years,221.0,1534727,455039563133
Belgium,2015,female,75+ years,87.0,616201,455039563133
Belgium,2015,female,55-74 years,176.0,1262327,455039563133
Belgium,2015,male,15-24 years,93.0,671971,455039563133
Belgium,2015,female,25-34 years,45.0,726357,455039563133
Belgium,2015,female,15-24 years,21.0,649587,455039563133
Belgium,2015,female,5-14 years,2.0,622189,455039563133
Belgium,2015,male,5-14 years,2.0,651450,455039563133
Belize,1986,male,25-34 years,1.0,12100,227850000
Belize,1986,female,15-24 years,1.0,17800,227850000
Belize,1986,male,15-24 years,1.0,18200,227850000
Belize,1987,male,25-34 years,2.0,11815,276550000
Belize,1987,male,35-54 years,1.0,10860,276550000
Belize,1987,male,15-24 years,1.0,18966,276550000
Belize,1989,male,15-24 years,1.0,19396,363150000
Belize,1990,male,55-74 years,1.0,6300,413050000
Belize,1990,male,35-54 years,1.0,11300,413050000
Belize,1990,female,15-24 years,1.0,20100,413050000
Belize,1991,male,55-74 years,1.0,6500,444720750
Belize,1991,male,35-54 years,1.0,11700,444720750
Belize,1993,male,25-34 years,1.0,15400,559858250
Belize,1994,male,75+ years,1.0,1559,580863700
Belize,1994,female,75+ years,1.0,1912,580863700
Belize,1994,male,35-54 years,3.0,14798,580863700
Belize,1994,male,55-74 years,1.0,6725,580863700
Belize,1994,male,25-34 years,2.0,15207,580863700
Belize,1995,male,75+ years,1.0,1600,620140400
Belize,1995,male,25-34 years,4.0,16500,620140400
Belize,1995,male,35-54 years,3.0,14000,620140400
Belize,1995,male,15-24 years,4.0,23500,620140400
Belize,1995,male,55-74 years,1.0,6900,620140400
Belize,1995,female,15-24 years,1.0,23300,620140400
Belize,1996,male,55-74 years,2.0,6971,641383800
Belize,1996,male,15-24 years,3.0,21349,641383800
Belize,1996,male,35-54 years,2.0,16479,641383800
Belize,1996,male,25-34 years,1.0,15597,641383800
Belize,1997,male,35-54 years,1.0,17332,654314350
Belize,1998,male,55-74 years,2.0,7143,688992450
Belize,1998,male,25-34 years,4.0,17191,688992450
Belize,1998,male,35-54 years,3.0,18222,688992450
Belize,1998,male,15-24 years,2.0,23745,688992450
Belize,1998,female,35-54 years,1.0,17756,688992450
Belize,1999,male,15-24 years,8.0,24667,732732350
Belize,1999,male,35-54 years,5.0,19046,732732350
Belize,1999,male,25-34 years,4.0,18320,732732350
Belize,1999,male,5-14 years,1.0,31113,732732350
Belize,2000,male,75+ years,1.0,1593,832072450
Belize,2000,male,55-74 years,2.0,7345,832072450
Belize,2000,male,25-34 years,4.0,19529,832072450
Belize,2000,male,35-54 years,4.0,19811,832072450
Belize,2000,male,15-24 years,3.0,25358,832072450
Belize,2000,female,35-54 years,2.0,19422,832072450
Belize,2000,female,15-24 years,2.0,25007,832072450
Belize,2001,male,75+ years,1.0,1627,871860600
Belize,2001,male,25-34 years,7.0,20518,871860600
Belize,2001,male,15-24 years,5.0,26072,871860600
Belize,2001,male,35-54 years,3.0,20736,871860600
Belize,2001,male,55-74 years,1.0,7334,871860600
Belize,2001,female,25-34 years,1.0,20224,871860600
Belize,2001,female,15-24 years,1.0,25712,871860600
Belize,2002,male,35-54 years,6.0,21743,932551850
Belize,2002,male,55-74 years,1.0,7320,932551850
Belize,2002,female,35-54 years,2.0,21387,932551850
Belize,2002,female,15-24 years,2.0,26384,932551850
Belize,2002,male,25-34 years,1.0,21346,932551850
Belize,2002,male,15-24 years,1.0,26756,932551850
Belize,2002,female,5-14 years,1.0,33244,932551850
Belize,2003,male,55-74 years,1.0,7309,990374050
Belize,2003,male,25-34 years,3.0,22006,990374050
Belize,2003,male,35-54 years,2.0,22882,990374050
Belize,2003,female,15-24 years,2.0,27064,990374050
Belize,2003,female,25-34 years,1.0,21751,990374050
Belize,2003,female,35-54 years,1.0,22539,990374050
Belize,2003,male,15-24 years,1.0,27456,990374050
Belize,2003,male,5-14 years,1.0,34739,990374050
Belize,2004,male,55-74 years,3.0,7316,1057845500
Belize,2004,male,15-24 years,7.0,28175,1057845500
Belize,2004,male,35-54 years,5.0,24197,1057845500
Belize,2004,male,25-34 years,4.0,22560,1057845500
Belize,2004,female,55-74 years,1.0,7609,1057845500
Belize,2005,male,25-34 years,5.0,23067,1114222550
Belize,2005,male,15-24 years,3.0,28904,1114222550
Belize,2005,male,35-54 years,2.0,25696,1114222550
Belize,2005,female,15-24 years,1.0,28506,1114222550
Belize,2005,male,5-14 years,1.0,36381,1114222550
Belize,2006,male,35-54 years,4.0,27451,1217467600
Belize,2006,male,15-24 years,3.0,29465,1217467600
Belize,2006,male,25-34 years,1.0,23131,1217467600
Belize,2006,female,15-24 years,1.0,29322,1217467600
Belize,2006,female,5-14 years,1.0,36453,1217467600
Belize,2006,male,5-14 years,1.0,37049,1217467600
Belize,2007,male,75+ years,1.0,1802,1290573400
Belize,2007,male,35-54 years,2.0,29071,1290573400
Belize,2007,male,15-24 years,2.0,30074,1290573400
Belize,2007,female,35-54 years,1.0,28664,1290573400
Belize,2007,female,15-24 years,1.0,30151,1290573400
Belize,2007,male,5-14 years,1.0,37602,1290573400
Belize,2008,male,75+ years,1.0,1931,1368625150
Belize,2008,male,35-54 years,6.0,30511,1368625150
Belize,2008,male,15-24 years,2.0,30760,1368625150
Belize,2008,male,25-34 years,1.0,23453,1368625150
Belize,2008,female,25-34 years,1.0,24149,1368625150
Belize,2009,male,15-24 years,5.0,31526,1336957250
Belize,2009,male,25-34 years,3.0,23713,1336957250
Belize,2009,male,55-74 years,1.0,10523,1336957250
Belize,2009,female,15-24 years,3.0,31873,1336957250
Belize,2009,male,35-54 years,2.0,31734,1336957250
Belize,2009,female,25-34 years,1.0,24742,1336957250
Belize,2010,male,55-74 years,2.0,11553,1397113450
Belize,2010,male,25-34 years,4.0,24053,1397113450
Belize,2010,male,35-54 years,5.0,32734,1397113450
Belize,2010,male,15-24 years,2.0,32338,1397113450
Belize,2010,female,35-54 years,2.0,32852,1397113450
Belize,2011,male,75+ years,1.0,2303,1487005600
Belize,2011,male,25-34 years,9.0,24923,1487005600
Belize,2011,male,15-24 years,9.0,33414,1487005600
Belize,2011,male,35-54 years,8.0,33782,1487005600
Belize,2011,female,15-24 years,4.0,33746,1487005600
Belize,2011,male,55-74 years,1.0,11928,1487005600
Belize,2011,female,35-54 years,1.0,34151,1487005600
